account_subscription_id,account_id,subscription_id,start_date
479,479,1,2025-01-01
480,480,2,2025-01-01
481,481,1,2025-01-01
482,482,2,2025-01-01
483,483,2,2025-01-01
484,484,2,2025-01-01
485,485,2,2025-01-01
486,486,1,2025-01-01
487,487,1,2025-01-01
488,488,2,2025-01-01
489,489,2,2025-01-01
490,490,2,2025-01-01
491,491,1,2025-01-01
492,492,3,2025-01-01
493,493,2,2025-01-01
494,494,1,2025-01-01
495,495,1,2025-01-01
496,496,3,2025-01-01
497,497,2,2025-01-01
498,498,1,2025-01-01
499,499,2,2025-01-01
500,500,1,2025-01-01
501,501,1,2025-01-01
502,502,2,2025-01-01
503,503,2,2025-01-01
504,504,1,2025-01-01
505,505,2,2025-01-01
506,506,2,2025-01-01
507,507,1,2025-01-01
508,508,1,2025-01-01
509,509,1,2025-01-01
510,510,2,2025-01-01
511,511,2,2025-01-01
512,512,2,2025-01-01
513,513,1,2025-01-01
514,514,1,2025-01-01
515,515,1,2025-01-01
516,516,1,2025-01-01
517,517,1,2025-01-01
518,518,3,2025-01-01
519,519,2,2025-01-01
520,520,2,2025-01-01
521,521,1,2025-01-01
522,522,1,2025-01-01
523,523,2,2025-01-01
524,524,2,2025-01-01
525,525,1,2025-01-01
526,526,2,2025-01-01
527,527,1,2025-01-01
528,528,1,2025-01-01
529,529,1,2025-01-01
530,530,1,2025-01-01
531,531,1,2025-01-01
532,532,1,2025-01-01
533,533,2,2025-01-01
534,534,1,2025-01-01
535,535,1,2025-01-01
536,536,1,2025-01-01
537,537,1,2025-01-01
538,538,1,2025-01-01
539,539,1,2025-01-01
540,540,1,2025-01-01
541,541,1,2025-01-01
542,542,2,2025-01-01
543,543,1,2025-01-01
544,544,2,2025-01-01
545,545,2,2025-01-01
546,546,1,2025-01-01
547,547,1,2025-01-01
548,548,3,2025-01-01
549,549,1,2025-01-01
550,550,1,2025-01-01
551,551,1,2025-01-01
552,552,2,2025-01-01
553,553,1,2025-01-01
554,554,1,2025-01-01
555,555,2,2025-01-01
556,556,1,2025-01-01
557,557,1,2025-01-01
558,558,3,2025-01-01
559,559,1,2025-01-01
560,560,2,2025-01-01
561,561,2,2025-01-01
562,562,1,2025-01-01
563,563,1,2025-01-01
564,564,3,2025-01-01
565,565,2,2025-01-01
566,566,1,2025-01-01
567,567,2,2025-01-01
568,568,2,2025-01-01
569,569,1,2025-01-01
570,570,1,2025-01-01
571,571,1,2025-01-01
572,572,1,2025-01-01
573,573,1,2025-01-01
574,574,1,2025-01-01
575,575,2,2025-01-01
576,576,1,2025-01-01
577,577,1,2025-01-01
578,578,2,2025-01-01
579,579,1,2025-01-01
580,580,1,2025-01-01
581,581,2,2025-01-01
582,582,3,2025-01-01
583,583,1,2025-01-01
584,584,2,2025-01-01
585,585,1,2025-01-01
586,586,1,2025-01-01
587,587,3,2025-01-01
588,588,2,2025-01-01
589,589,1,2025-01-01
590,590,1,2025-01-01
591,591,2,2025-01-01
592,592,1,2025-01-01
593,593,2,2025-01-01
594,594,1,2025-01-01
595,595,2,2025-01-01
596,596,2,2025-01-01
597,597,2,2025-01-01
598,598,2,2025-01-01
599,599,2,2025-01-01
600,600,1,2025-01-01
601,601,2,2025-01-01
602,602,1,2025-01-01
603,603,1,2025-01-01
604,604,3,2025-01-01
605,605,2,2025-01-01
606,606,2,2025-01-01
607,607,1,2025-01-01
608,608,1,2025-01-01
609,609,2,2025-01-01
610,610,1,2025-01-01
611,611,1,2025-01-01
612,612,2,2025-01-01
613,613,2,2025-01-01
614,614,1,2025-01-01
615,615,1,2025-01-01
616,616,2,2025-01-01
617,617,1,2025-01-01
618,618,1,2025-01-01
619,619,2,2025-01-01
620,620,1,2025-01-01
621,621,1,2025-01-01
622,622,2,2025-01-01
623,623,1,2025-01-01
624,624,1,2025-01-01
625,625,1,2025-01-01
626,626,1,2025-01-01
627,627,1,2025-01-01
628,628,1,2025-01-01
629,629,1,2025-01-01
630,630,2,2025-01-01
631,631,2,2025-01-01
632,632,1,2025-01-01
633,633,2,2025-01-01
634,634,2,2025-01-01
635,635,1,2025-01-01
636,636,2,2025-01-01
637,637,3,2025-01-01
638,638,2,2025-01-01
639,639,2,2025-01-01
640,640,1,2025-01-01
641,641,2,2025-01-01
642,642,1,2025-01-01
643,643,2,2025-01-01
644,644,1,2025-01-01
645,645,2,2025-01-01
646,646,1,2025-01-01
647,647,2,2025-01-01
648,648,,2025-01-01
649,649,1,2025-01-01
650,650,1,2025-01-01
651,651,1,2025-01-01
652,652,1,2025-01-01
653,653,2,2025-01-01
654,654,2,2025-01-01
655,655,2,2025-01-01
656,656,2,2025-01-01
657,657,1,2025-01-01
658,658,1,2025-01-01
659,659,2,2025-01-01
660,660,1,2025-01-01
661,661,2,2025-01-01
662,662,3,2025-01-01
663,663,1,2025-01-01
664,664,2,2025-01-01
665,665,1,2025-01-01
666,666,1,2025-01-01
667,667,2,2025-01-01
668,668,2,2025-01-01
669,669,2,2025-01-01
670,670,1,2025-01-01
671,671,1,2025-01-01
672,672,2,2025-01-01
673,673,1,2025-01-01
674,674,1,2025-01-01
675,675,2,2025-01-01
676,676,1,2025-01-01
677,677,1,2025-01-01
678,678,1,2025-01-01
679,679,2,2025-01-01
680,680,2,2025-01-01
681,681,2,2025-01-01
682,682,1,2025-01-01
683,683,1,2025-01-01
684,684,1,2025-01-01
685,685,1,2025-01-01
686,686,1,2025-01-01
687,687,1,2025-01-01
688,688,2,2025-01-01
689,689,2,2025-01-01
690,690,2,2025-01-01
691,691,2,2025-01-01
692,692,3,2025-01-01
693,693,1,2025-01-01
694,694,1,2025-01-01
695,695,2,2025-01-01
696,696,1,2025-01-01
697,697,2,2025-01-01
698,698,1,2025-01-01
699,699,1,2025-01-01
700,700,1,2025-01-01
701,701,3,2025-01-01
702,702,1,2025-01-01
703,703,1,2025-01-01
704,704,2,2025-01-01
705,705,1,2025-01-01
706,706,2,2025-01-01
707,707,2,2025-01-01
708,708,2,2025-01-01
709,709,1,2025-01-01
710,710,1,2025-01-01
711,711,1,2025-01-01
712,712,1,2025-01-01
713,713,1,2025-01-01
714,714,1,2025-01-01
715,715,1,2025-01-01
716,716,1,2025-01-01
717,717,3,2025-01-01
718,718,2,2025-01-01
719,719,2,2025-01-01
720,720,2,2025-01-01
721,721,3,2025-01-01
722,722,1,2025-01-01
723,723,1,2025-01-01
724,724,1,2025-01-01
725,725,1,2025-01-01
726,726,1,2025-01-01
727,727,2,2025-01-01
728,728,1,2025-01-01
729,729,1,2025-01-01
730,730,,2025-01-01
731,731,2,2025-01-01
732,732,2,2025-01-01
733,733,1,2025-01-01
734,734,2,2025-01-01
735,735,1,2025-01-01
736,736,3,2025-01-01
737,737,1,2025-01-01
738,738,1,2025-01-01
739,739,1,2025-01-01
740,740,1,2025-01-01
741,741,2,2025-01-01
742,742,1,2025-01-01
743,743,2,2025-01-01
744,744,1,2025-01-01
745,745,3,2025-01-01
746,746,1,2025-01-01
747,747,2,2025-01-01
748,748,1,2025-01-01
749,749,1,2025-01-01
750,750,2,2025-01-01
751,751,2,2025-01-01
752,752,1,2025-01-01
753,753,2,2025-01-01
754,754,1,2025-01-01
755,755,2,2025-01-01
756,756,1,2025-01-01
757,757,1,2025-01-01
758,758,1,2025-01-01
759,759,1,2025-01-01
760,760,2,2025-01-01
761,761,2,2025-01-01
762,762,2,2025-01-01
763,763,3,2025-01-01
764,764,1,2025-01-01
765,765,1,2025-01-01
766,766,1,2025-01-01
767,767,2,2025-01-01
768,768,3,2025-01-01
769,769,1,2025-01-01
770,770,1,2025-01-01
771,771,2,2025-01-01
772,772,2,2025-01-01
773,773,1,2025-01-01
774,774,1,2025-01-01
775,775,1,2025-01-01
776,776,1,2025-01-01
777,777,1,2025-01-01
778,778,3,2025-01-01
779,779,1,2025-01-01
780,780,2,2025-01-01
781,781,1,2025-01-01
782,782,2,2025-01-01
783,783,1,2025-01-01
784,784,1,2025-01-01
785,785,2,2025-01-01
786,786,2,2025-01-01
787,787,1,2025-01-01
788,788,1,2025-01-01
789,789,2,2025-01-01
790,790,2,2025-01-01
791,791,1,2025-01-01
792,792,1,2025-01-01
793,793,1,2025-01-01
794,794,2,2025-01-01
795,795,1,2025-01-01
796,796,1,2025-01-01
797,797,1,2025-01-01
798,798,2,2025-01-01
799,799,1,2025-01-01
800,800,2,2025-01-01
801,801,1,2025-01-01
802,802,2,2025-01-01
803,803,2,2025-01-01
804,804,1,2025-01-01
805,805,1,2025-01-01
806,806,1,2025-01-01
807,807,1,2025-01-01
808,808,1,2025-01-01
809,809,2,2025-01-01
810,810,2,2025-01-01
811,811,1,2025-01-01
812,812,1,2025-01-01
813,813,1,2025-01-01
814,814,1,2025-01-01
815,815,3,2025-01-01
816,816,1,2025-01-01
817,817,1,2025-01-01
818,818,1,2025-01-01
819,819,2,2025-01-01
820,820,2,2025-01-01
821,821,1,2025-01-01
822,822,1,2025-01-01
823,823,1,2025-01-01
824,824,1,2025-01-01
825,825,2,2025-01-01
826,826,2,2025-01-01
827,827,1,2025-01-01
828,828,1,2025-01-01
829,829,2,2025-01-01
830,830,1,2025-01-01
831,831,1,2025-01-01
832,832,1,2025-01-01
833,833,1,2025-01-01
834,834,,2025-01-01
835,835,1,2025-01-01
836,836,2,2025-01-01
837,837,3,2025-01-01
838,838,3,2025-01-01
839,839,2,2025-01-01
840,840,2,2025-01-01
841,841,2,2025-01-01
842,842,1,2025-01-01
843,843,2,2025-01-01
844,844,1,2025-01-01
845,845,2,2025-01-01
846,846,3,2025-01-01
847,847,2,2025-01-01
848,848,2,2025-01-01
849,849,2,2025-01-01
850,850,1,2025-01-01
851,851,1,2025-01-01
852,852,2,2025-01-01
853,853,3,2025-01-01
854,854,1,2025-01-01
855,855,1,2025-01-01
856,856,1,2025-01-01
857,857,1,2025-01-01
858,858,1,2025-01-01
859,859,2,2025-01-01
860,860,2,2025-01-01
861,861,1,2025-01-01
862,862,1,2025-01-01
863,863,1,2025-01-01
864,864,1,2025-01-01
865,865,1,2025-01-01
866,866,1,2025-01-01
867,867,3,2025-01-01
868,868,2,2025-01-01
869,869,1,2025-01-01
870,870,1,2025-01-01
871,871,2,2025-01-01
872,872,1,2025-01-01
873,873,1,2025-01-01
874,874,2,2025-01-01
875,875,1,2025-01-01
876,876,1,2025-01-01
877,877,1,2025-01-01
878,878,2,2025-01-01
879,879,2,2025-01-01
880,880,1,2025-01-01
881,881,,2025-01-01
882,882,1,2025-01-01
883,883,1,2025-01-01
884,884,2,2025-01-01
885,885,2,2025-01-01
886,886,1,2025-01-01
887,887,1,2025-01-01
888,888,1,2025-01-01
889,889,1,2025-01-01
890,890,1,2025-01-01
891,891,1,2025-01-01
892,892,3,2025-01-01
893,893,1,2025-01-01
894,894,1,2025-01-01
895,895,2,2025-01-01
896,896,1,2025-01-01
897,897,1,2025-01-01
898,898,1,2025-01-01
899,899,2,2025-01-01
900,900,2,2025-01-01
901,901,2,2025-01-01
902,902,1,2025-01-01
903,903,1,2025-01-01
904,904,1,2025-01-01
905,905,1,2025-01-01
906,906,3,2025-01-01
907,907,2,2025-01-01
908,908,2,2025-01-01
909,909,1,2025-01-01
910,910,1,2025-01-01
911,911,1,2025-01-01
912,912,2,2025-01-01
913,913,2,2025-01-01
914,914,2,2025-01-01
915,915,1,2025-01-01
916,916,1,2025-01-01
917,917,2,2025-01-01
918,918,1,2025-01-01
919,919,2,2025-01-01
920,920,2,2025-01-01
921,921,1,2025-01-01
922,922,2,2025-01-01
923,923,1,2025-01-01
924,924,2,2025-01-01
925,925,2,2025-01-01
926,926,1,2025-01-01
927,927,1,2025-01-01
928,928,2,2025-01-01
929,929,1,2025-01-01
930,930,2,2025-01-01
931,931,1,2025-01-01
932,932,2,2025-01-01
933,933,3,2025-01-01
934,934,1,2025-01-01
935,935,2,2025-01-01
936,936,1,2025-01-01
937,937,1,2025-01-01
938,938,2,2025-01-01
939,939,1,2025-01-01
940,940,1,2025-01-01
941,941,2,2025-01-01
942,942,2,2025-01-01
943,943,1,2025-01-01
944,944,3,2025-01-01
945,945,1,2025-01-01
946,946,3,2025-01-01
947,947,2,2025-01-01
948,948,1,2025-01-01
949,949,1,2025-01-01
950,950,3,2025-01-01
951,951,3,2025-01-01
952,952,2,2025-01-01
953,953,1,2025-01-01
954,954,1,2025-01-01
955,955,1,2025-01-01
956,956,1,2025-01-01
957,957,1,2025-01-01
958,958,1,2025-01-01
959,959,2,2025-01-01
960,960,3,2025-01-01
961,961,2,2025-01-01
962,962,1,2025-01-01
963,963,1,2025-01-01
964,964,2,2025-01-01
965,965,2,2025-01-01
966,966,1,2025-01-01
967,967,3,2025-01-01
968,968,1,2025-01-01
969,969,2,2025-01-01
970,970,1,2025-01-01
971,971,1,2025-01-01
972,972,2,2025-01-01
973,973,1,2025-01-01
974,974,1,2025-01-01
975,975,2,2025-01-01
976,976,1,2025-01-01
977,977,1,2025-01-01
978,978,2,2025-01-01
979,979,1,2025-01-01
980,980,2,2025-01-01
981,981,1,2025-01-01
982,982,1,2025-01-01
983,983,3,2025-01-01
984,984,2,2025-01-01
985,985,1,2025-01-01
986,986,1,2025-01-01
987,987,3,2025-01-01
988,988,1,2025-01-01
989,989,1,2025-01-01
990,990,1,2025-01-01
991,991,1,2025-01-01
992,992,1,2025-01-01
993,993,1,2025-01-01
994,994,2,2025-01-01
995,995,1,2025-01-01
996,996,2,2025-01-01
997,997,1,2025-01-01
998,998,1,2025-01-01
999,999,1,2025-01-01
1000,1000,1,2025-01-01
1001,1001,1,2025-01-01
1002,1002,2,2025-01-01
1003,1003,1,2025-01-01
1004,1004,2,2025-01-01
1005,1005,1,2025-01-01
1006,1006,1,2025-01-01
1007,1007,1,2025-01-01
1008,1008,3,2025-01-01
1009,1009,1,2025-01-01
1010,1010,2,2025-01-01
1011,1011,2,2025-01-01
1012,1012,1,2025-01-01
1013,1013,1,2025-01-01
1014,1014,1,2025-01-01
1015,1015,1,2025-01-01
1016,1016,1,2025-01-01
1017,1017,1,2025-01-01
1018,1018,2,2025-01-01
1019,1019,2,2025-01-01
1020,1020,3,2025-01-01
1021,1021,1,2025-01-01
1022,1022,1,2025-01-01
1023,1023,1,2025-01-01
1024,1024,1,2025-01-01
1025,1025,1,2025-01-01
1026,1026,1,2025-01-01
1027,1027,1,2025-01-01
1028,1028,3,2025-01-01
1029,1029,2,2025-01-01
1030,1030,1,2025-01-01
1031,1031,1,2025-01-01
1032,1032,2,2025-01-01
1033,1033,2,2025-01-01
1034,1034,2,2025-01-01
1035,1035,1,2025-01-01
1036,1036,2,2025-01-01
1037,1037,3,2025-01-01
1038,1038,1,2025-01-01
1039,1039,2,2025-01-01
1040,1040,1,2025-01-01
1041,1041,2,2025-01-01
1042,1042,1,2025-01-01
1043,1043,1,2025-01-01
1044,1044,2,2025-01-01
1045,1045,2,2025-01-01
1046,1046,2,2025-01-01
1047,1047,1,2025-01-01
1048,1048,1,2025-01-01
1049,1049,1,2025-01-01
1050,1050,1,2025-01-01
1051,1051,2,2025-01-01
1052,1052,2,2025-01-01
1053,1053,1,2025-01-01
1054,1054,1,2025-01-01
1055,1055,1,2025-01-01
1056,1056,1,2025-01-01
1057,1057,1,2025-01-01
1058,1058,1,2025-01-01
1059,1059,1,2025-01-01
1060,1060,1,2025-01-01
1061,1061,2,2025-01-01
1062,1062,3,2025-01-01
1063,1063,1,2025-01-01
1064,1064,1,2025-01-01
