account_subscription_id,account_id,subscription_id,start_date
921,921,1,2024-07-30
922,922,2,2023-10-13
923,923,1,2022-03-23
924,924,1,2024-06-18
925,925,2,2020-09-11
926,926,1,2023-07-23
927,927,1,2022-10-19
928,928,2,2023-08-06
929,929,1,2021-09-29
930,930,1,2020-08-06
931,931,1,2024-09-04
932,932,2,2020-10-31
933,933,3,2022-01-31
934,934,1,2022-12-02
935,935,2,2022-07-23
936,936,1,2022-06-24
937,937,1,2022-09-02
938,938,2,2022-02-23
939,939,1,2020-09-09
940,940,1,2023-09-13
941,941,2,2023-03-21
942,942,1,2022-06-27
943,943,1,2022-10-27
944,944,3,2023-02-14
945,945,1,2022-10-30
946,946,3,2024-03-21
947,947,2,2021-08-21
948,948,1,2023-08-04
949,949,1,2024-03-25
950,950,3,2022-09-19
951,951,3,2022-10-25
952,952,2,2022-10-16
953,953,1,2020-07-21
954,954,1,2020-01-11
955,955,1,2020-05-06
956,956,1,2022-08-21
957,957,1,2020-07-28
958,958,1,2020-02-14
959,959,2,2023-06-11
960,960,2,2024-05-17
961,961,2,2020-09-01
962,962,1,2021-12-19
963,963,1,2024-11-11
964,964,1,2022-10-02
965,965,1,2020-01-10
966,966,1,2023-08-19
967,967,3,2022-10-09
968,968,1,2022-09-25
969,969,2,2022-02-05
970,970,1,2020-06-21
971,971,1,2020-09-16
972,972,2,2024-06-04
973,973,1,2021-07-04
974,974,1,2022-11-21
975,975,2,2023-08-14
976,976,1,2024-06-07
977,977,1,2021-02-16
978,978,2,2022-08-04
979,979,1,2021-04-14
980,980,2,2022-06-17
981,981,1,2020-03-12
982,982,1,2020-01-07
983,983,3,2022-04-29
984,984,1,2023-09-23
985,985,1,2022-03-29
986,986,1,2020-10-03
987,987,2,2022-12-08
988,988,1,2022-11-29
989,989,1,2023-03-19
990,990,1,2020-09-18
991,991,1,2021-11-21
992,992,1,2022-07-14
993,993,1,2021-12-29
994,994,2,2024-03-04
995,995,1,2022-09-16
996,996,2,2020-08-02
997,997,1,2022-02-03
998,998,1,2020-04-30
999,999,1,2023-10-31
1000,1000,1,2024-06-20
1001,1001,1,2024-08-09
1002,1002,2,2022-11-25
1003,1003,1,2020-05-19
1004,1004,2,2020-12-05
1005,1005,1,2021-07-03
1006,1006,1,2022-11-28
1007,1007,1,2021-05-04
1008,1008,3,2022-07-16
1009,1009,1,2021-08-23
1010,1010,2,2024-03-03
1011,1011,2,2020-08-10
1012,1012,1,2022-09-29
1013,1013,1,2022-07-01
1014,1014,1,2021-07-22
1015,1015,1,2024-09-24
1016,1016,1,2020-10-03
1017,1017,1,2023-01-11
1018,1018,2,2022-09-07
1019,1019,2,2023-07-05
1020,1020,2,2022-10-25
1021,1021,1,2024-06-19
1022,1022,1,2023-01-11
1023,1023,1,2024-08-15
1024,1024,1,2022-05-24
1025,1025,1,2022-12-12
1026,1026,1,2022-10-12
1027,1027,1,2020-06-21
1028,1028,3,2021-07-08
1029,1029,1,2021-08-24
1030,1030,1,2020-01-01
1031,1031,1,2021-11-20
1032,1032,2,2022-11-05
1033,1033,2,2021-07-18
1034,1034,1,2021-11-13
1035,1035,1,2022-06-17
1036,1036,2,2024-02-01
1037,1037,2,2021-06-13
1038,1038,1,2022-08-24
1039,1039,2,2022-07-15
1040,1040,1,2021-03-21
1041,1041,2,2022-03-25
1042,1042,1,2023-12-25
1043,1043,1,2022-05-11
1044,1044,2,2021-03-28
1045,1045,1,2020-05-02
1046,1046,2,2024-11-13
1047,1047,1,2024-09-05
1048,1048,1,2022-11-15
1049,1049,1,2021-06-20
1050,1050,1,2020-03-23
1051,1051,2,2023-07-14
1052,1052,2,2021-11-09
1053,1053,1,2022-05-03
1054,1054,1,2022-12-09
1055,1055,1,2020-10-21
1056,1056,1,2020-09-17
1057,1057,1,2021-02-02
1058,1058,1,2020-05-16
1059,1059,1,2020-03-23
1060,1060,1,2022-02-19
1061,1061,2,2023-08-19
1062,1062,2,2020-12-02
1063,1063,1,2022-10-20
